ID,Module,pre/post,Term#,prepost#,Term,Gender#,FirstGen#,FinancialAid#,Race#,International,Application,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q3_9,Q3_10,Q3_11,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_12,Q6_13,Q6_14,Q6_15,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q5_11,Q5_12,Q5_13,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_14,interest,aspirations,beliefs,selfefficacy
91,ANTH6,pre,4,1,Fall 2022,1,2,1,2,2,2022,4,4,4,4,5,5,4,5,5,4,5,4,4,3,5,2,2,3,4,2,3,3,4,4,5,3,5,5,5,5,5,5,3,4,5,5,4,5,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,3,5,4
91,ANTH6,post,4,2,Fall 2022,1,2,1,2,2,2022,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
92,ANTH6,pre,4,1,Fall 2022,2,1,1,7,2,2022,4,4,4,3,4,4,3,5,3,4,3,2,5,2,5,4,3,3,4,3,4,4,5,4,4,2,5,3,5,5,5,4,5,5,4,5,5,5,5,3,2,4,3,3,3,2,4,4,4,4,3,3,3,4,4,5,3
92,ANTH6,post,4,2,Fall 2022,2,1,1,7,2,2022,3,3,3,3,4,3,3,4,3,4,3,2,3,3,4,3,3,3,3,3,3,3,3,3,4,2,5,3,3,4,5,4,4,3,4,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,4,3
93,ANTH6,pre,4,1,Fall 2022,2,2,1,7,2,2022,5,5,5,4,5,4,4,5,4,5,4,2,3,3,4,3,3,4,5,5,5,3,5,5,4,3,3,5,5,5,5,3,5,5,5,5,5,5,5,4,4,5,5,4,3,3,4,4,4,4,4,3,1,5,4,5,4
93,ANTH6,post,4,2,Fall 2022,2,2,1,7,2,2022,4,4,5,4,5,4,4,5,3,5,3,2,5,3,5,3,4,3,5,5,5,3,5,5,5,2,3,4,5,5,5,3,5,5,5,4,5,5,5,3,5,4,4,4,4,5,4,4,5,5,3,3,1,4,5,5,4
94,ANTH6,pre,4,1,Fall 2022,1,1,1,4,1,2022,2,3,4,3,3,3,4,3,3,3,3,1,3,3,2,4,3,2,3,2,2,3,2,3,4,2,4,5,5,4,5,4,5,5,4,4,3,4,4,3,2,3,2,2,3,2,3,2,1,3,2,2,1,3,3,4,2
94,ANTH6,post,4,2,Fall 2022,1,1,1,4,1,2022,2,2,3,2,2,2,3,3,2,1,1,5,3,2,5,3,4,3,5,2,5,3,3,3,2,1,4,5,4,4,4,4,5,5,5,3,4,4,3,2,4,2,2,2,2,1,4,2,2,4,2,2,1,2,3,4,2
95,ANTH6,pre,4,1,Fall 2022,2,2,2,7,2,2022,4,4,4,3,5,5,3,4,4,4,4,4,4,3,4,3,4,3,5,2,5,5,5,5,4,3,5,4,5,5,5,5,5,5,5,5,5,5,4,4,4,3,3,4,4,3,5,4,5,5,4,3,4,4,4,5,4
95,ANTH6,post,4,2,Fall 2022,2,2,2,7,2,2022,4,5,5,4,5,5,4,5,4,5,4,4,5,3,4,4,5,4,4,3,5,5,5,4,5,3,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4,4,4,4,4,3,5,4,4,5,4,4,4,5,4,5,4
96,ANTH6,pre,4,1,Fall 2022,1,2,1,7,2,2022,4,4,5,3,5,4,4,4,3,4,4,2,4,2,4,4,2,2,4,4,3,3,4,4,4,2,4,4,5,4,5,3,5,4,5,4,4,4,4,3,3,3,4,3,4,4,4,3,4,4,2,3,4,4,4,4,4
96,ANTH6,post,4,2,Fall 2022,1,2,1,7,2,2022,4,4,5,3,4,3,4,3,3,4,4,1,4,2,4,3,3,2,3,4,4,4,4,4,4,2,4,4,5,4,4,4,5,4,5,4,4,5,4,3,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4
97,ANTH6,pre,4,1,Fall 2022,1,2,2,7,2,2022,2,5,4,2,3,4,3,4,1,4,3,1,4,2,5,4,3,3,3,2,5,4,4,5,2,1,3,4,5,5,5,4,5,5,4,3,4,5,4,4,3,2,3,2,4,1,4,3,4,5,1,3,2,3,3,4,3
97,ANTH6,post,4,2,Fall 2022,1,2,2,7,2,2022,1,3,2,1,3,4,2,4,2,4,3,1,3,3,5,3,4,2,5,3,4,4,5,5,2,1,3,4,5,5,5,4,5,5,5,3,4,5,4,4,4,5,5,4,4,4,5,4,5,5,4,3,4,3,3,5,4
98,ANTH6,pre,4,1,Fall 2022,2,2,2,7,2,2022,2,4,4,3,3,4,4,4,3,3,4,3,3,2,4,3,3,2,4,4,4,5,4,4,3,2,4,5,4,4,5,3,5,3,5,4,4,5,4,4,4,3,4,3,2,2,2,3,2,3,2,2,3,4,3,4,3
98,ANTH6,post,4,2,Fall 2022,2,2,2,7,2,2022,3,3,4,4,2,4,5,2,4,5,4,4,4,4,4,4,4,3,4,3,5,5,4,3,4,3,4,3,4,5,4,4,5,4,3,4,4,3,3,4,4,4,4,3,3,5,4,4,4,3,4,3,3,4,4,4,4
99,ANTH6,pre,4,1,Fall 2022,1,2,1,7,2,2022,3,4,4,2,4,4,3,2,2,4,3,2,4,2,4,3,1,4,5,2,3,3,4,4,3,2,4,2,4,4,5,2,4,4,5,3,4,3,4,4,4,4,4,3,4,3,4,4,4,4,3,3,3,3,3,4,4
99,ANTH6,post,4,2,Fall 2022,1,2,1,7,2,2022,4,5,4,5,4,5,4,4,4,5,3,2,4,4,5,4,3,4,4,4,4,4,4,4,4,4,5,5,4,4,4,3,5,4,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4
100,ANTH6,pre,4,1,Fall 2022,1,2,1,3,2,2022,4,4,4,4,4,5,3,4,4,3,3,3,4,1,3,4,4,3,4,4,4,3,3,4,4,3,3,4,4,4,5,4,5,4,4,3,5,5,5,4,3,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4
100,ANTH6,post,4,2,Fall 2022,1,2,1,3,2,2022,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5
101,ANTH6,pre,4,1,Fall 2022,1,2,2,7,2,2022,4,4,4,4,4,4,4,4,4,4,4,2,2,3,2,2,3,4,2,2,3,2,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,5,4,2,4,4,4,4,4,5,4,4,4,4,4,2,4,4
101,ANTH6,post,4,2,Fall 2022,1,2,2,7,2,2022,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,3,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
102,ANTH6,pre,4,1,Fall 2022,2,2,2,7,2,2022,4,4,5,5,4,4,4,5,4,4,4,2,5,4,4,4,3,4,5,5,5,5,5,5,4,3,4,4,5,4,5,3,5,5,4,4,5,5,5,4,4,4,4,3,3,4,4,4,4,4,3,3,5,4,4,5,4
102,ANTH6,post,4,2,Fall 2022,2,2,2,7,2,2022,5,4,4,4,4,4,4,4,5,4,5,5,4,5,4,5,5,5,5,5,4,4,4,4,5,4,4,5,4,4,5,4,4,4,4,4,5,5,4,4,3,4,4,4,5,4,4,4,5,5,4,5,5,4,5,4,4
103,ANTH6,pre,4,1,Fall 2022,1,2,1,2,2,2022,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
103,ANTH6,post,4,2,Fall 2022,1,2,1,2,2,2022,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
104,ANTH6,pre,4,1,Fall 2022,1,2,1,7,2,2022,5,5,5,4,5,5,4,5,5,5,4,2,5,4,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5
104,ANTH6,post,4,2,Fall 2022,1,2,1,7,2,2022,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
105,ANTH6,pre,4,1,Fall 2022,2,2,2,7,2,2021,4,5,5,3,3,5,2,4,4,5,4,2,5,1,3,3,4,5,5,4,4,4,2,5,5,2,5,3,5,4,5,4,5,4,5,4,4,5,4,3,5,3,5,4,4,4,5,5,5,3,4,5,4,4,4,4,4
105,ANTH6,post,4,2,Fall 2022,2,2,2,7,2,2021,4,5,2,3,5,5,5,4,3,5,3,2,3,3,3,4,3,4,4,3,3,3,4,5,5,1,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,5,3,5,5,4,3,4,3,5,4
106,ANTH6,pre,4,1,Fall 2022,1,2,1,2,2,2022,5,5,5,4,5,5,5,5,5,5,4,2,5,3,4,4,4,5,4,3,4,5,5,5,4,3,5,5,5,5,5,5,5,5,5,4,5,5,5,4,2,4,3,3,3,3,4,4,4,4,4,2,4,5,4,5,4
106,ANTH6,post,4,2,Fall 2022,1,2,1,2,2,2022,4,5,4,4,4,4,4,4,4,4,5,4,4,3,4,4,4,4,4,4,4,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,3,3,4,3,4,4,4,4,4,3,4,4,4,5,4
107,ANTH6,pre,4,1,Fall 2022,1,1,1,4,1,2022,2,3,2,4,2,2,2,3,2,2,2,2,5,1,5,5,5,2,4,5,3,3,5,4,4,1,5,4,5,5,5,4,5,5,5,4,5,5,5,4,5,4,4,4,2,4,4,3,4,4,3,3,5,2,4,5,4
107,ANTH6,post,4,2,Fall 2022,1,1,1,4,1,2022,1,4,2,4,4,2,4,2,3,4,3,3,4,3,5,4,5,3,5,5,5,5,4,4,4,2,4,5,5,4,5,5,5,4,4,5,5,5,4,4,4,4,4,3,4,4,4,4,5,5,2,4,3,3,4,5,4
108,ANTH6,pre,4,1,Fall 2022,2,2,1,2,2,2022,4,5,5,5,5,5,4,5,4,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,3,3,3,3,4,4,4,5,5,3,3,5,5,5,5,4
108,ANTH6,post,4,2,Fall 2022,2,2,1,2,2,2022,5,5,4,4,4,4,5,5,4,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,3,5,4,4,4,5,5,5,5,5,5,5,5,4,3,4,3,3,4,4,4,4,4,4,5,3,4,4,5,4,5,4
109,ANTH6,pre,4,1,Fall 2022,2,2,1,7,2,2022,1,4,4,4,4,4,4,4,3,4,3,1,5,3,5,4,4,3,5,4,4,5,5,4,4,2,5,3,5,5,5,4,5,4,5,5,5,5,5,5,4,4,5,4,2,5,5,5,5,5,4,3,5,4,4,5,5
109,ANTH6,post,4,2,Fall 2022,2,2,1,7,2,2022,2,4,3,3,4,4,4,4,3,3,3,1,3,3,4,3,3,3,4,5,4,4,4,5,4,2,4,4,5,4,4,3,5,4,5,4,4,5,5,4,5,4,5,4,5,5,5,4,5,5,5,4,5,3,4,4,5
110,ANTH6,pre,4,1,Fall 2022,2,2,1,4,1,2022,1,3,1,3,3,3,3,4,2,4,1,1,2,2,5,3,3,2,3,2,3,4,2,4,3,1,4,5,5,4,5,4,5,5,5,5,4,5,5,3,1,3,1,3,1,3,3,2,2,3,1,2,1,3,3,5,2
110,ANTH6,post,4,2,Fall 2022,2,2,1,4,1,2022,1,3,2,1,3,3,3,4,2,3,1,2,4,3,4,4,4,4,3,4,4,3,3,5,3,1,5,5,5,5,5,4,5,5,4,5,3,5,5,3,1,3,2,3,3,4,3,3,3,4,2,2,2,3,4,5,3
111,ANTH6,pre,4,1,Fall 2022,1,2,1,7,2,2022,5,5,4,4,4,3,4,5,3,4,5,1,4,1,5,4,4,4,5,3,3,4,2,4,1,1,5,5,5,4,5,2,5,5,5,3,4,4,5,2,3,5,2,2,2,4,4,2,4,2,2,2,1,4,4,5,2
111,ANTH6,post,4,2,Fall 2022,1,2,1,7,2,2022,5,5,4,2,2,5,4,5,4,4,2,2,4,1,5,4,4,4,4,3,4,5,5,5,2,1,5,5,5,5,5,5,5,5,5,4,5,5,5,4,3,5,4,3,2,4,4,2,4,3,1,2,2,4,4,5,3
112,ANTH6,pre,4,1,Fall 2022,1,1,1,7,2,2022,5,4,4,4,5,4,4,4,3,4,4,3,4,3,4,3,4,3,3,4,4,4,4,4,4,3,4,4,5,5,5,4,4,5,5,4,4,5,5,3,3,3,3,2,3,4,4,2,3,4,2,3,4,4,4,5,3
112,ANTH6,post,4,2,Fall 2022,1,1,1,7,2,2022,4,4,4,3,4,4,5,4,4,4,4,3,4,3,4,4,3,4,3,3,4,5,3,4,4,3,4,5,4,4,5,4,4,4,4,4,4,5,5,4,4,4,4,3,4,3,4,3,4,4,3,4,4,4,4,4,4
113,ASTR15,pre,1,1,Spring 2021,2,2,2,7,2,2016,4,5,4,4,4,4,4,5,4,5,5,4,4,4,5,4,4,4,4,3,5,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,4,5,4,3,4,4,4,5,4
113,ASTR15,post,1,2,Spring 2021,2,2,2,7,2,2016,5,5,5,5,4,5,4,4,4,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,3,4,5,5,5,5,5,5,5,4,5,5,5,5,1,2,3,1,1,1,1,1,1,4,1,1,1,1,5,5,5,1
114,ASTR15,pre,1,1,Spring 2021,2,2,1,5,2,2017,2,4,3,2,2,3,4,4,1,4,4,1,4,3,3,2,3,3,4,3,4,3,4,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,2,4,5,2,4,2,4,4,5,5,4,2,2,3,3,3,3,4
114,ASTR15,post,1,2,Spring 2021,2,2,1,5,2,2017,4,4,4,3,4,4,1,4,4,4,4,4,2,3,4,3,3,4,4,4,4,4,4,3,4,3,2,2,2,3,2,2,2,2,2,2,2,4,2,4,4,4,4,4,4,4,4,4,3,4,1,4,4,4,4,2,4
115,ASTR15,pre,1,1,Spring 2021,2,2,1,5,2,2018,4,5,5,5,5,5,5,5,4,5,5,2,4,3,5,3,3,3,5,4,4,4,4,5,5,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,4,5,5,4,5,5,5,5,5,5,4,5,5
115,ASTR15,post,1,2,Spring 2021,2,2,1,5,2,2018,5,4,4,4,5,5,4,4,3,5,4,2,4,2,5,3,4,3,5,4,3,3,3,5,5,2,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,4,4,3,4,5,4,3,4,5,4,3,4,4,3,5,4
116,ASTR15,pre,1,1,Spring 2021,2,1,1,2,1,2019,3,4,4,4,4,4,3,4,3,4,4,3,3,2,4,3,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,3,3,3,3,4,3,4,4,4,3,4,3
116,ASTR15,post,1,2,Spring 2021,2,1,1,2,1,2019,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,5,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
117,ASTR15,pre,1,1,Spring 2021,1,2,2,4,1,2019,4,5,3,4,5,5,3,4,4,3,4,3,5,3,4,4,5,3,5,4,5,4,5,3,5,1,5,5,3,4,5,5,3,3,5,4,4,4,5,4,2,3,2,3,3,2,3,3,2,4,4,4,4,4,4,4,3
117,ASTR15,post,1,2,Spring 2021,1,2,2,4,1,2019,5,5,2,5,5,5,5,4,4,5,2,1,5,4,5,5,5,2,5,5,5,5,4,5,5,2,5,5,5,5,5,5,4,5,5,5,5,5,5,5,1,2,2,2,3,4,4,4,2,4,2,4,5,5,5,5,4
118,ASTR15,pre,1,1,Spring 2021,1,2,2,2,1,2020,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,5,5,4
118,ASTR15,post,1,2,Spring 2021,1,2,2,2,1,2020,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,4,4,4,3,4,4,4,3,4,5,5,5,5,4
119,ENG20,pre,3,1,Spring 2022,2,1,1,3,2,2020,1,1,1,1,1,4,1,1,4,1,1,1,4,2,2,2,2,2,4,2,4,3,3,4,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,3,2,2,4,2,4,2,2,4,2,2,2,1,2,4,2
119,ENG20,post,3,2,Spring 2022,2,1,1,3,2,2020,1,1,1,1,1,1,2,1,1,1,1,2,4,2,5,4,4,3,4,4,3,4,4,2,2,1,4,4,4,4,4,4,4,4,4,4,3,4,3,2,2,3,2,4,4,2,4,3,4,4,4,4,2,1,4,4,4
120,ENG20,pre,3,1,Spring 2022,2,2,1,7,2,2020,5,5,5,4,5,4,4,5,1,4,3,1,5,1,5,5,5,5,5,5,3,4,4,5,5,1,5,5,5,5,5,4,5,5,4,5,5,5,4,5,5,5,4,4,3,5,5,5,5,5,4,3,5,4,5,5,5
120,ENG20,post,3,2,Spring 2022,2,2,1,7,2,2020,2,3,4,2,4,3,3,4,1,4,2,2,5,3,5,5,4,4,5,5,4,4,3,5,5,1,4,2,5,3,5,4,4,5,3,5,5,3,4,5,5,5,5,4,5,5,5,5,5,5,5,4,5,3,4,4,5
121,ENG20,pre,3,1,Spring 2022,2,2,2,7,2,2020,4,5,5,2,5,5,5,5,3,5,5,3,1,2,4,4,3,4,3,2,4,3,4,4,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,4,4,3,2,4,4,3,4,5,2,3,4,5,3,5,4
121,ENG20,post,3,2,Spring 2022,2,2,2,7,2,2020,4,5,5,4,5,5,5,5,4,5,5,3,4,3,5,5,4,4,4,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,3,5,5,4,5,5,2,2,5,5,4,5,5
122,ENG20,pre,3,1,Spring 2022,2,2,1,7,2,2021,4,4,5,4,4,4,4,5,4,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,5,4
122,ENG20,post,3,2,Spring 2022,2,2,1,7,2,2021,5,5,5,5,4,4,4,5,4,4,4,5,5,5,5,5,4,5,5,4,5,5,4,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4
123,ENG20,pre,3,1,Spring 2022,2,2,2,7,2,2021,4,4,4,3,3,3,4,4,4,3,4,3,4,3,3,4,4,4,4,4,3,3,4,3,4,2,4,4,3,3,4,4,4,4,3,3,4,3,4,4,3,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4
123,ENG20,post,3,2,Spring 2022,2,2,2,7,2,2021,3,3,3,3,3,4,2,4,4,3,3,3,2,4,3,3,4,4,4,3,3,4,4,4,4,3,3,4,5,4,4,4,4,3,4,4,4,3,4,4,3,4,3,4,3,4,4,4,4,4,2,3,4,3,4,4,4
124,ENG37,pre,3,1,Spring 2022,1,1,1,7,2,2019,4,5,5,2,4,4,2,5,1,4,3,2,4,2,5,3,3,2,4,5,4,4,4,4,5,1,4,3,4,4,5,4,5,4,5,3,5,4,4,4,4,4,4,4,3,5,3,4,5,5,3,4,4,4,4,4,4
124,ENG37,post,3,2,Spring 2022,1,1,1,7,2,2019,2,4,2,1,1,4,1,4,2,2,3,2,4,1,5,5,4,2,5,5,4,4,4,4,5,1,4,2,4,4,4,4,4,4,4,2,4,4,4,5,5,5,4,4,4,5,5,5,5,5,5,4,5,2,4,4,5
125,ENVS3,pre,2,1,Fall 2021,2,2,1,1,2,2016,2,5,5,5,5,5,5,3,4,5,5,4,5,3,5,5,5,5,5,4,5,4,4,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,4,3,3,4,4,3,4,5,3,3,2,5,4,5,4
125,ENVS3,post,2,2,Fall 2021,2,2,1,1,2,2016,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,5,5,5,4,4,4,5,5,5,5
126,ENVS3,pre,2,1,Fall 2021,2,2,2,7,2,2018,4,5,3,5,5,5,5,4,3,5,4,1,4,2,5,5,5,4,5,3,5,3,4,5,2,1,5,5,5,4,5,4,5,5,5,5,5,5,5,3,4,3,3,3,3,3,3,4,4,4,3,4,4,5,4,5,3
126,ENVS3,post,2,2,Fall 2021,2,2,2,7,2,2018,4,5,4,4,4,5,4,3,3,5,3,5,5,5,5,5,5,5,5,3,5,5,5,5,5,3,5,5,5,5,5,4,5,5,5,5,5,5,5,3,3,4,4,3,4,2,4,4,3,4,3,4,4,4,5,5,4
127,ENVS3,pre,2,1,Fall 2021,1,2,1,4,2,2018,2,5,4,4,4,5,5,5,3,5,4,2,5,2,5,3,4,3,4,3,5,3,3,4,5,1,5,5,5,5,5,4,5,5,5,5,5,5,5,3,1,3,1,1,2,2,3,3,3,3,2,2,3,4,3,5,3
127,ENVS3,post,2,2,Fall 2021,1,2,1,4,2,2018,1,5,3,2,4,4,4,4,1,4,4,1,4,1,4,2,2,1,4,3,3,2,3,3,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,3,2,3,2,1,3,2,3,2,2,3,2,4,3,5,2
128,ENVS3,pre,2,1,Fall 2021,1,2,1,4,2,2018,3,1,3,1,3,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3
128,ENVS3,post,2,2,Fall 2021,1,2,1,4,2,2018,3,2,2,2,2,2,2,3,2,2,3,1,2,2,2,3,2,2,2,2,2,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3
129,ENVS3,pre,2,1,Fall 2021,2,2,1,7,2,2018,5,5,5,5,5,5,5,5,5,5,5,2,3,1,4,2,3,1,4,3,4,4,3,4,4,1,5,5,5,5,5,5,5,5,5,3,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5
129,ENVS3,post,2,2,Fall 2021,2,2,1,7,2,2018,4,4,4,3,4,4,3,4,3,4,3,1,3,1,4,2,3,1,4,4,3,4,3,4,4,1,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4
130,ENVS3,pre,2,1,Fall 2021,1,2,2,7,2,2019,4,4,4,5,5,5,4,5,4,4,5,2,5,3,4,4,4,3,4,5,4,3,4,4,5,2,5,4,4,4,5,5,5,5,5,5,5,4,5,4,4,3,3,3,4,5,4,4,4,5,4,3,5,4,4,5,4
130,ENVS3,post,2,2,Fall 2021,1,2,2,7,2,2019,4,5,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,4,4,5,4,4,4,3,5,2,4,4,5,4,5,4,5,5,5,4,4,4,5,4,5,4,4,4,4,5,5,4,5,5,4,4,5,4,4,4,4
131,ENVS3,pre,4,1,Fall 2022,2,1,1,5,2,2019,5,5,5,5,5,5,3,5,3,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,5,2,5,5,5,5,5,3,3,5,5,5,5
131,ENVS3,post,4,2,Fall 2022,2,1,1,5,2,2019,5,5,3,5,5,5,4,5,4,5,5,1,5,5,5,5,5,5,5,4,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,3,2,2,5,5,5,5,4,4,5,5,5,5,4
132,ENVS3,pre,4,1,Fall 2022,1,2,2,7,2,2019,5,5,5,2,5,5,5,5,2,5,5,2,4,3,4,5,3,5,5,4,3,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
132,ENVS3,post,4,2,Fall 2022,1,2,2,7,2,2019,5,5,5,4,5,5,5,5,5,5,5,3,4,3,5,4,4,4,5,3,4,5,5,5,4,2,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,5,4,4,5,5,4,5,5
133,ENVS3,pre,4,1,Fall 2022,1,2,2,6,2,2019,2,4,2,1,2,2,2,3,1,2,2,1,3,1,5,3,3,2,4,2,2,2,4,4,2,1,5,5,5,5,5,4,5,5,5,5,4,5,5,3,2,3,2,2,3,2,3,3,3,3,1,2,3,2,2,5,3
133,ENVS3,post,4,2,Fall 2022,1,2,2,6,2,2019,4,5,4,2,4,4,4,5,1,4,2,1,3,2,5,3,2,4,4,3,3,3,4,4,2,1,5,5,5,5,5,4,5,5,5,5,4,5,5,5,4,5,4,4,4,3,4,5,5,5,4,4,4,4,3,5,4
134,ENVS3,pre,2,1,Fall 2021,2,2,2,2,2,2019,5,4,5,1,4,4,3,5,4,4,4,1,4,4,4,4,3,4,5,1,4,4,5,5,5,1,4,5,5,5,4,4,5,5,5,5,3,4,4,3,1,3,1,3,4,4,5,3,4,3,3,4,4,4,4,5,3
134,ENVS3,post,2,2,Fall 2021,2,2,2,2,2,2019,4,4,4,4,4,1,4,4,1,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3
135,ENVS3,pre,2,1,Fall 2021,1,2,1,7,2,2019,4,5,5,5,5,5,4,5,4,5,4,3,5,3,5,4,5,4,4,4,4,5,4,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,5,4,5,5,4,4,5,4,5,4
135,ENVS3,post,2,2,Fall 2021,1,2,1,7,2,2019,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,5,4
136,ENVS3,pre,2,1,Fall 2021,2,2,1,7,2,2019,2,4,4,3,4,3,4,3,3,5,4,4,4,2,4,3,2,3,4,4,3,4,4,4,4,1,3,2,4,4,4,4,4,4,4,3,4,4,4,2,2,2,2,2,2,1,2,2,3,3,2,2,1,4,4,4,2
